"Gene","Non-unique Gene name","Annotation","No. isolates","No. sequences","Avg sequences per isolate","Genome Fragment","Order within Fragment","Accessory Fragment","Accessory Order with Fragment","QC","Min group size nuc","Max group size nuc","Avg group size nuc","AR465","M48","NRS1","P10","R50","V521"
"qorB","","Quinone oxidoreductase 2","6","6","1","1","569","","","","845","845","845","AR465_00916","M48_00465","NRS1_00322","P10_00423","R50_00322","V521_00504"
"ssl4_1","","Staphylococcal superantigen-like 4","6","6","1","1","566","","","","695","695","695","AR465_00918","M48_00467","NRS1_00324","P10_00421","R50_00324","V521_00506"
"group_424","","Staphylococcal superantigen-like 10","6","6","1","1","554","","","","683","683","683","AR465_00924","M48_00475","NRS1_00332","P10_00414","R50_00332","V521_00514"
"group_425","","hypothetical protein","6","6","1","1","549","","","","206","308","291","AR465_00929","M48_00480","NRS1_00337","P10_00409","R50_00337","V521_00519"
"group_427","","hypothetical protein","6","6","1","1","526","","","","323","323","323","AR465_00941","M48_00487","NRS1_00354","P10_00397","R50_00354","V521_00525"
"group_428","","hypothetical protein","6","6","1","1","524","","","","194","194","194","AR465_00943","M48_00489","NRS1_00356","P10_00395","R50_00356","V521_00527"
"metN","","Methionine import ATP-binding protein MetN","6","6","1","1","512","","","","1025","1025","1025","AR465_00953","M48_00500","NRS1_00367","P10_00385","R50_00367","V521_00538"
"hdfR_1","","HTH-type transcriptional regulator HdfR","6","6","1","1","503","","","","635","884","842","AR465_00962","M48_00509","NRS1_00376","P10_00376","R50_00376","V521_00547"
"group_431","","hypothetical protein","6","6","1","1","440","","","","569","569","569","AR465_01035","M48_00582","NRS1_00448","P10_00303","R50_00448","V521_00620"
"group_432","","hypothetical protein","6","6","1","1","396","","","","236","269","247","AR465_01078","M48_00625","NRS1_00491","P10_00260","R50_00491","V521_00664"
"rclA","","putative pyridine nucleotide-disulfide oxidoreductase RclA","6","6","1","1","1404","","","","1322","1322","1322","AR465_01094","M48_00641","NRS1_00507","P10_00244","R50_00507","V521_00681"
"nth_1","","Endonuclease III","6","6","1","1","1433","","","","635","635","635","AR465_01108","M48_00665","NRS1_00527","P10_00230","R50_00527","V521_00705"
"group_435","","hypothetical protein","6","6","1","1","1438","","","","506","506","506","AR465_01113","M48_00670","NRS1_00532","P10_00225","R50_00532","V521_00710"
"setC","","Sugar efflux transporter C","6","6","1","1","1496","","","","1220","1292","1268","AR465_01171","M48_00727","NRS1_00590","P10_00167","R50_00590","V521_00767"
"group_437","","Acetyltransferase","6","6","1","1","1502","","","","470","542","518","AR465_01177","M48_00733","NRS1_00596","P10_00161","R50_00596","V521_00773"
"phrB","","Deoxyribodipyrimidine photo-lyase","6","6","1","1","1514","","","","1373","1373","1373","AR465_01189","M48_00745","NRS1_00608","P10_00149","R50_00608","V521_00785"
"group_439","","hypothetical protein","6","6","1","1","1515","","","","284","284","284","AR465_01190","M48_00746","NRS1_00609","P10_00148","R50_00609","V521_00786"
"group_440","","hypothetical protein","6","6","1","1","1531","","","","440","440","440","AR465_01206","M48_00762","NRS1_00625","P10_00132","R50_00625","V521_00802"
"yclP","","Petrobactin import ATP-binding protein YclP","6","6","1","1","1557","","","","647","761","723","AR465_01232","M48_00788","NRS1_00651","P10_00106","R50_00651","V521_00828"
"dapH_2","","2,3,4,5-tetrahydropyridine-2,6-dicarboxylate N-acetyltransferase","6","6","1","1","1585","","","","281","485","417","AR465_01259","M48_00816","NRS1_00678","P10_00079","R50_00678","V521_00855"
"group_443","","Epimerase family protein","6","6","1","1","1593","","","","869","902","880","AR465_01268","M48_00824","NRS1_00686","P10_00071","R50_00686","V521_00863"
"group_455","","putative leukocidin-like protein 1","6","6","1","1","2595","","","","1016","1016","1016","AR465_01307","M48_02096","NRS1_01956","P10_01550","R50_01956","V521_02143"
"hlb_2","","Phospholipase C","6","6","1","1","2618","","","","695","824","781","AR465_01308","M48_02095","NRS1_01955","P10_01551","R50_01955","V521_02142"
"group_464","","hypothetical protein","6","6","1","1","2410","","","","299","299","299","AR465_01344","M48_02053","NRS1_01442","P10_01588","R50_01442","V521_02103"
"group_465","","hypothetical protein","6","6","1","1","2407","","","","1163","1187","1183","AR465_01347","M48_02050","NRS1_01439","P10_01591","R50_01439","V521_02100"
"clpP_2","","ATP-dependent Clp protease proteolytic subunit","6","6","1","1","2406","","","","737","737","737","AR465_01348","M48_02049","NRS1_01438","P10_01592","R50_01438","V521_02099"
"group_467","","hypothetical protein","6","6","1","1","2405","","","","1145","1220","1157","AR465_01349","M48_02048","NRS1_01437","P10_01593","R50_01437","V521_02098"
"group_469","","hypothetical protein","6","6","1","1","2403","","","","284","296","286","AR465_01351","M48_02046","NRS1_01435","P10_01595","R50_01435","V521_02096"
"group_470","","hypothetical protein","6","6","1","1","2395","","","","137","137","137","AR465_01357","M48_02040","NRS1_01429","P10_01601","R50_01429","V521_02090"
"group_475","","hypothetical protein","6","6","1","1","2687","","","","1145","1151","1149","AR465_01431","M48_01965","NRS1_01885","P10_01676","R50_01885","V521_02015"
"group_481","","hypothetical protein","6","6","1","1","2487","","","","995","995","995","AR465_01546","M48_01780","NRS1_01778","P10_01791","R50_01778","V521_01831"
"group_482","","hypothetical protein","6","6","1","1","2486","","","","614","614","614","AR465_01547","M48_01779","NRS1_01777","P10_01792","R50_01777","V521_01830"
"menC","","o-succinylbenzoate synthase","6","6","1","1","2483","","","","1001","1001","1001","AR465_01550","M48_01776","NRS1_01774","P10_01795","R50_01774","V521_01827"
"yvgN","","Glyoxal reductase","6","6","1","1","2475","","","","833","851","839","AR465_01557","M48_01768","NRS1_01767","P10_01802","R50_01767","V521_01819"
"group_485","","hypothetical protein","6","6","1","1","2462","","","","314","314","314","AR465_01571","M48_01753","NRS1_01754","P10_01816","R50_01754","V521_01804"
"acuA","","Acetoin utilization protein AcuA","6","6","1","1","2017","","","","632","632","632","AR465_01609","M48_01715","NRS1_01716","P10_01853","R50_01716","V521_01766"
"group_487","","hypothetical protein","6","6","1","1","2029","","","","446","446","446","AR465_01621","M48_01703","NRS1_01702","P10_01866","R50_01702","V521_01754"
"tag","","DNA-3-methyladenine glycosylase 1","6","6","1","1","2084","","","","560","560","560","AR465_01677","M48_01647","NRS1_01647","P10_01920","R50_01647","V521_01697"
"group_489","","hypothetical protein","6","6","1","1","2088","","","","554","686","598","AR465_01681","M48_01643","NRS1_01643","P10_01924","R50_01643","V521_01693"
"group_490","","hypothetical protein","6","6","1","1","2094","","","","503","530","521","AR465_01691","M48_01632","NRS1_01639","P10_01934","R50_01639","V521_01682"
"group_491","","hypothetical protein","6","6","1","1","2110","","","","812","875","864","AR465_01707","M48_01616","NRS1_01623","P10_01950","R50_01623","V521_01666"
"group_492","","hypothetical protein","6","6","1","1","2116","","","","182","182","182","AR465_01713","M48_01610","NRS1_01617","P10_01956","R50_01617","V521_01660"
"group_493","","hypothetical protein","6","6","1","1","2118","","","","1013","1019","1014","AR465_01715","M48_01608","NRS1_01615","P10_01958","R50_01615","V521_01658"
"yhbY","","RNA-binding protein","6","6","1","1","2149","","","","290","290","290","AR465_01743","M48_01579","NRS1_01588","P10_01986","R50_01588","V521_01628"
"comEA","","ComE operon protein 1","6","6","1","1","2154","","","","677","677","677","AR465_01748","M48_01574","NRS1_01583","P10_01991","R50_01583","V521_01623"
"trmK","","tRNA (adenine(22)-N(1))-methyltransferase","6","6","1","1","2183","","","","677","677","677","AR465_01777","M48_01545","NRS1_01554","P10_02020","R50_01554","V521_01594"
"group_497","","hypothetical protein","6","6","1","1","2232","","","","371","371","371","AR465_01828","M48_01496","NRS1_01505","P10_02071","R50_01505","V521_01545"
"malR","","HTH-type transcriptional regulator MalR","6","6","1","1","2233","","","","1019","1019","1019","AR465_01829","M48_01495","NRS1_01502","P10_02072","R50_01502","V521_01544"
"group_501","","hypothetical protein","6","6","1","1","1961","","","","953","953","953","AR465_01855","M48_01469","NRS1_01409","P10_02164","R50_01409","V521_01517"
"ebpS","","Elastin-binding protein EbpS","6","6","1","1","1959","","","","1460","1460","1460","AR465_01857","M48_01467","NRS1_01407","P10_02166","R50_01407","V521_01515"
"group_503","","hypothetical protein","6","6","1","1","1951","","","","542","572","567","AR465_01865","M48_01459","NRS1_01399","P10_02174","R50_01399","V521_01507"
"aroA_1","","3-phosphoshikimate 1-carboxyvinyltransferase","6","6","1","1","1944","","","","1298","1298","1298","AR465_01872","M48_01452","NRS1_01392","P10_02181","R50_01392","V521_01500"
"group_505","","hypothetical protein","6","6","1","1","1941","","","","587","587","587","AR465_01875","M48_01449","NRS1_01389","P10_02184","R50_01389","V521_01497"
"group_506","","hypothetical protein","6","6","1","1","1931","","","","341","341","341","AR465_01885","M48_01439","NRS1_01379","P10_02194","R50_01379","V521_01487"
"group_507","","hypothetical protein","6","6","1","1","3710","","","","1124","1124","1124","AR465_01906","M48_01418","NRS1_01359","P10_02215","R50_01359","V521_01466"
"group_508","","hypothetical protein","6","6","1","1","3718","","","","221","233","225","AR465_01914","M48_01410","NRS1_01351","P10_02223","R50_01351","V521_01458"
"dapA","","4-hydroxy-tetrahydrodipicolinate synthase","6","6","1","1","3746","","","","887","887","887","AR465_01940","M48_01382","NRS1_01325","P10_02248","R50_01325","V521_01430"
"entS","","hypothetical protein","6","6","1","1","141","","","","590","1193","1053","AR465_00288","M48_02725","NRS1_02414","P10_01023","R50_02414","V521_02765"
"nikC","","Nickel import system permease protein NikC","6","6","1","1","3700","","","","770","830","820","AR465_01953","M48_01369","NRS1_01296","P10_02261","R50_01296","V521_01416"
"nikD","","Nickel import system ATP-binding protein NikD","6","6","1","1","3699","","","","776","776","776","AR465_01954","M48_01368","NRS1_01295","P10_02262","R50_01295","V521_01415"
"trpC","","Indole-3-glycerol phosphate synthase","6","6","1","1","3690","","","","782","782","782","AR465_01964","M48_01359","NRS1_01285","P10_02272","R50_01285","V521_01406"
"sbcC","","Nuclease SbcCD subunit C","6","6","1","1","3668","","","","3029","3029","3029","AR465_01986","M48_01337","NRS1_01263","P10_02294","R50_01263","V521_01383"
"group_514","","hypothetical protein","6","6","1","1","3662","","","","236","236","236","AR465_01992","M48_01331","NRS1_01257","P10_02300","R50_01257","V521_01377"
"cls_1","","Cardiolipin synthase","6","6","1","1","3640","","","","1481","1517","1493","AR465_02015","M48_01309","NRS1_01235","P10_02323","R50_01235","V521_01355"
"ltaE","","Low specificity L-threonine aldolase","6","6","1","1","3637","","","","1025","1025","1025","AR465_02017","M48_01307","NRS1_01233","P10_02325","R50_01233","V521_01353"
"group_517","","hypothetical protein","6","6","1","1","3629","","","","131","185","176","AR465_02023","M48_01294","NRS1_01223","P10_02331","R50_01223","V521_01345"
"group_518","","hypothetical protein","6","6","1","1","3626","","","","89","128","115","AR465_02026","M48_01291","NRS1_01220","P10_02334","R50_01220","V521_01342"
"group_519","","Monoacylglycerol lipase","6","6","1","1","3617","","","","788","917","874","AR465_02034","M48_01283","NRS1_01212","P10_02342","R50_01212","V521_01334"
"rnhB","","Ribonuclease HII","6","6","1","1","3558","","","","710","767","757","AR465_02091","M48_01226","NRS1_01155","P10_02400","R50_01155","V521_01275"
"fapR","","Transcription factor FapR","6","6","1","1","3542","","","","557","572","562","AR465_02107","M48_01210","NRS1_01139","P10_02416","R50_01139","V521_01259"
"divIB","","Cell division protein DivIB","6","6","1","1","3496","","","","1319","1319","1319","AR465_02151","M48_01165","NRS1_01095","P10_02460","R50_01095","V521_01214"
"group_524","","hypothetical protein","6","6","1","1","3471","","","","185","185","185","AR465_02178","M48_01140","NRS1_01069","P10_02487","R50_01069","V521_01187"
"flr","","FPRL1 inhibitory protein","6","6","1","1","3466","","","","401","401","401","AR465_02183","M48_01136","NRS1_01065","P10_02492","R50_01065","V521_01183"
"group_526","","hypothetical protein","6","6","1","1","3465","","","","329","329","329","AR465_02184","M48_01135","NRS1_01064","P10_02493","R50_01064","V521_01182"
"rnhC","","Ribonuclease HIII","6","6","1","1","3452","","","","938","938","938","AR465_02197","M48_01122","NRS1_01051","P10_02506","R50_01051","V521_01169"
"isdB","","Iron-regulated surface determinant protein B","6","6","1","1","3441","","","","1892","1937","1922","AR465_02208","M48_01111","NRS1_01040","P10_02517","R50_01040","V521_01158"
"group_529","","hypothetical protein","6","6","1","1","3433","","","","857","926","903","AR465_02216","M48_01103","NRS1_01032","P10_02525","R50_01032","V521_01150"
"purN","","Phosphoribosylglycinamide formyltransferase","6","6","1","1","3385","","","","566","566","566","AR465_02263","M48_01057","NRS1_00985","P10_02572","R50_00985","V521_01103"
"sspA","","Glutamyl endopeptidase","6","6","1","1","3361","","","","1010","1082","1040","AR465_02287","M48_01034","NRS1_00962","P10_02596","R50_00962","V521_01079"
"menH","","2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase","6","6","1","1","3357","","","","803","803","803","AR465_02291","M48_01030","NRS1_00958","P10_02600","R50_00958","V521_01075"
"group_533","","hypothetical protein","6","6","1","1","3343","","","","1964","1964","1964","AR465_02303","M48_01016","NRS1_00946","P10_02612","R50_00946","V521_01061"
"oppF_2","","Oligopeptide transport ATP-binding protein OppF","6","6","1","1","3306","","","","980","980","980","AR465_02341","M48_00977","NRS1_00908","P10_02650","R50_00908","V521_01022"
"group_535","","hypothetical protein","6","6","1","1","3292","","","","1118","1121","1119","AR465_02355","M48_00963","NRS1_00894","P10_02664","R50_00894","V521_01007"
"group_536","","hypothetical protein","6","6","1","1","3282","","","","389","389","389","AR465_02364","M48_00954","NRS1_00884","P10_02673","R50_00884","V521_00998"
"spsB_1","","Signal peptidase IB","6","6","1","1","3277","","","","524","524","524","AR465_02369","M48_00949","NRS1_00879","P10_02678","R50_00879","V521_00993"
"yugI","","General stress protein 13","6","6","1","1","3268","","","","344","377","366","AR465_02378","M48_00940","NRS1_00870","P10_02687","R50_00870","V521_00984"
"group_539","","hypothetical protein","6","6","1","1","3241","","","","434","434","434","AR465_02405","M48_00913","NRS1_00843","P10_02714","R50_00843","V521_00957"
"group_540","","hypothetical protein","6","6","1","1","3237","","","","1319","1319","1319","AR465_02410","M48_00909","NRS1_00839","P10_02719","R50_00839","V521_00953"
"group_541","","hypothetical protein","6","6","1","1","3233","","","","848","851","848","AR465_02412","M48_00907","NRS1_00837","P10_02721","R50_00837","V521_00949"
"tlyC","","hypothetical protein","6","6","1","1","3231","","","","548","1040","958","AR465_02414","M48_00905","NRS1_00835","P10_02723","R50_00835","V521_00947"
"group_556","","hypothetical protein","6","6","1","1","2332","","","","260","260","260","AR465_02474","M48_00305","NRS1_01466","P10_00005","R50_01466","V521_00347"
"ywqG","","putative protein YwqG","6","6","1","1","1652","","","","878","878","878","AR465_02502","M48_00868","NRS1_00749","P10_00030","R50_00749","V521_00906"
"group_561","","hypothetical protein","6","6","1","1","1636","","","","284","284","284","AR465_02518","M48_00852","NRS1_00733","P10_00046","R50_00733","V521_00890"
"group_563","","hypothetical protein","6","6","1","1","1624","","","","521","521","521","AR465_02527","M48_00843","NRS1_00724","P10_00055","R50_00724","V521_00881"
